	id	prediction
8383	DEL00067532	1.0
8384	DEL00067534	1.0
8385	DEL00067536	1.0
8386	DEL00067540	1.0
8387	DEL00067546	1.0
8388	DEL00067548	1.0
8389	DEL00067552	1.0
8391	DEL00067568	1.0
8392	DEL00067586	1.0
8393	DEL00067595	1.0
8394	DEL00067597	1.0
8395	DEL00067600	1.0
8396	DEL00067601	1.0
8397	DEL00067603	1.0
8398	DEL00067605	1.0
8399	DEL00067608	1.0
8401	DEL00067618	1.0
8402	DEL00067621	1.0
8403	DEL00067624	1.0
8404	DEL00067625	1.0
8405	DEL00067626	1.0
8406	DEL00067627	1.0
8407	DEL00067628	1.0
8408	DEL00067635	1.0
8409	DEL00067648	1.0
8411	DEL00067652	1.0
8412	DEL00067656	1.0
8413	DEL00067660	1.0
8414	DEL00067664	1.0
8415	DEL00067669	1.0
8416	DEL00067670	1.0
8417	DEL00067672	0.0
8418	DEL00067696	1.0
8419	DEL00067703	1.0
8420	DEL00067704	1.0
8421	DEL00067709	1.0
8422	DEL00067714	1.0
8423	DEL00067744	1.0
8424	DEL00067745	1.0
8425	DEL00067747	1.0
8426	DEL00067748	1.0
8427	DEL00067754	1.0
8428	DEL00067763	1.0
8429	DEL00067772	1.0
8431	DEL00067783	1.0
8432	DEL00067784	1.0
8433	DEL00067792	1.0
8434	DEL00067795	1.0
8435	DEL00067799	1.0
8436	DEL00067800	1.0
8437	DEL00067801	0.0
8438	DEL00067804	1.0
8439	DEL00067827	1.0
8441	DEL00067842	1.0
8442	DEL00067851	1.0
8443	DEL00067853	1.0
8444	DEL00067856	1.0
8445	DEL00067864	1.0
8446	DEL00067875	1.0
8447	DEL00067893	1.0
8448	DEL00067896	0.0
8449	DEL00067897	1.0
8451	DEL00067907	1.0
8452	DEL00067942	1.0
8453	DEL00067978	1.0
8454	DEL00068279	1.0
8455	DEL00068284	1.0
8456	DEL00068285	1.0
8457	DEL00068297	1.0
8458	DEL00068303	1.0
8459	DEL00068315	1.0
8461	DEL00068318	1.0
8462	DEL00068321	1.0
8463	DEL00068325	1.0
8464	DEL00068330	1.0
8465	DEL00068331	1.0
8466	DEL00068333	1.0
8467	DEL00068336	1.0
8468	DEL00068338	1.0
8469	DEL00068339	1.0
8470	DEL00068344	1.0
8471	DEL00068345	1.0
8472	DEL00068347	1.0
8473	DEL00068355	1.0
8474	DEL00068356	1.0
8475	DEL00068363	1.0
8476	DEL00068365	1.0
8477	DEL00068366	1.0
8478	DEL00068367	1.0
8479	DEL00068368	1.0
8481	DEL00068373	1.0
8482	DEL00068376	1.0
8483	DEL00068379	0.0
8484	DEL00068380	1.0
8485	DEL00068386	1.0
8486	DEL00068388	1.0
8487	DEL00068389	1.0
8488	DEL00068401	1.0
8489	DEL00068403	1.0
8491	DEL00068406	1.0
8492	DEL00068407	1.0
8493	DEL00068410	1.0
8494	DEL00068416	1.0
8495	DEL00068417	1.0
8496	DEL00068418	1.0
8497	DEL00068422	1.0
8498	DEL00068425	1.0
8499	DEL00068429	1.0
8500	DEL00068433	1.0
8501	DEL00068436	1.0
8502	DEL00068443	1.0
8503	DEL00068445	1.0
8504	DEL00068446	1.0
8505	DEL00068457	1.0
8506	DEL00068459	1.0
8507	DEL00068460	1.0
8508	DEL00068463	1.0
8509	DEL00068467	1.0
8511	DEL00068485	1.0
8512	DEL00068490	0.0
8513	DEL00068495	1.0
8514	DEL00068497	1.0
8515	DEL00068503	0.0
8516	DEL00068504	1.0
8517	DEL00068520	1.0
8518	DEL00068521	1.0
8519	DEL00068525	1.0
8521	DEL00068533	1.0
8522	DEL00068537	1.0
8523	DEL00068538	1.0
8524	DEL00068540	1.0
8525	DEL00068541	1.0
8526	DEL00068542	1.0
8527	DEL00068543	1.0
8528	DEL00068544	1.0
8529	DEL00068549	1.0
8531	DEL00068554	1.0
8532	DEL00068556	1.0
8533	DEL00068565	1.0
8534	DEL00068566	1.0
8535	DEL00068573	1.0
8536	DEL00068574	1.0
8537	DEL00068581	1.0
8538	DEL00068589	1.0
8539	DEL00068592	1.0
8540	DEL00068599	0.0
8541	DEL00068600	1.0
8542	DEL00068606	1.0
8543	DEL00068613	1.0
8544	DEL00068619	1.0
8545	DEL00068623	1.0
8546	DEL00068629	1.0
8547	DEL00068634	1.0
8548	DEL00068636	1.0
8549	DEL00068638	1.0
8551	DEL00068640	1.0
8552	DEL00068643	1.0
8553	DEL00068649	1.0
8554	DEL00068650	1.0
8555	DEL00068654	1.0
8556	DEL00068661	1.0
8557	DEL00068662	1.0
8558	DEL00068664	1.0
8559	DEL00068666	1.0
8561	DEL00068678	1.0
8562	DEL00068680	1.0
8563	DEL00068683	0.0
8564	DEL00068690	1.0
8565	DEL00068694	1.0
8566	DEL00068696	1.0
8567	DEL00068697	1.0
8568	DEL00068718	1.0
8569	DEL00068720	1.0
8571	DEL00068727	1.0
8572	DEL00068728	1.0
8573	DEL00068735	0.0
8574	DEL00068742	1.0
8575	DEL00068745	1.0
8576	DEL00068746	1.0
8577	DEL00068754	0.0
8578	DEL00068755	1.0
8579	DEL00068757	1.0
8581	DEL00068760	1.0
8582	DEL00068762	1.0
8583	DEL00068770	1.0
8584	DEL00068781	0.0
8585	DEL00068782	1.0
8586	DEL00068787	0.0
8587	DEL00068795	1.0
8588	DEL00068798	1.0
8589	DEL00068799	1.0
8591	DEL00068802	0.0
8592	DEL00068805	1.0
8593	DEL00068813	1.0
8594	DEL00068816	1.0
8595	DEL00068817	1.0
8596	DEL00068820	1.0
8597	DEL00068828	1.0
8598	DEL00068830	1.0
8599	DEL00068832	1.0
8601	DEL00068850	1.0
8602	DEL00068854	1.0
8603	DEL00068856	1.0
8604	DEL00068867	0.0
8605	DEL00068884	0.0
8606	DEL00068885	0.0
8607	DEL00068886	1.0
8608	DEL00068888	1.0
8609	DEL00068889	1.0
8611	DEL00068903	1.0
8612	DEL00068904	1.0
8613	DEL00068908	1.0
8614	DEL00068911	1.0
8615	DEL00068914	1.0
8616	DEL00068916	1.0
8617	DEL00068962	1.0
8618	DEL00068963	1.0
8619	DEL00068969	1.0
8621	DEL00068983	1.0
8622	DEL00068985	1.0
8623	DEL00068987	1.0
8624	DEL00068991	1.0
8625	DEL00068993	1.0
8626	DEL00068995	1.0
8627	DEL00069000	1.0
8628	DEL00069001	1.0
8629	DEL00069003	1.0
8631	DEL00069015	1.0
8632	DEL00069017	1.0
8633	DEL00069018	0.0
8634	DEL00069020	1.0
8635	DEL00069024	1.0
8636	DEL00069026	0.0
8637	DEL00069032	0.0
8638	DEL00069037	0.0
8639	DEL00069077	1.0
8641	DEL00069083	1.0
8642	DEL00069084	1.0
8643	DEL00069093	1.0
8644	DEL00069098	1.0
8645	DEL00069099	1.0
8646	DEL00069100	1.0
8647	DEL00069104	1.0
8648	DEL00069105	1.0
8649	DEL00069108	1.0
8651	DEL00069122	1.0
8652	DEL00069126	1.0
8653	DEL00069127	1.0
8654	DEL00069128	1.0
8655	DEL00069129	1.0
8656	DEL00069134	1.0
8657	DEL00069135	1.0
8658	DEL00069140	1.0
8659	DEL00069141	1.0
8661	DEL00069163	1.0
8662	DEL00069174	1.0
8663	DEL00069176	1.0
8664	DEL00069180	1.0
8665	DEL00069183	1.0
8666	DEL00069184	1.0
8667	DEL00069186	1.0
8668	DEL00069189	1.0
8669	DEL00069190	1.0
8671	DEL00069194	1.0
8672	DEL00069206	0.0
8673	DEL00069208	1.0
8674	DEL00069212	1.0
8675	DEL00069238	1.0
8676	DEL00069251	1.0
8677	DEL00069252	1.0
8678	DEL00069260	1.0
8679	DEL00069265	1.0
8681	DEL00069269	1.0
8682	DEL00069272	1.0
8683	DEL00069281	1.0
8684	DEL00069296	0.0
8685	DEL00069313	1.0
8686	DEL00069320	1.0
8687	DEL00069323	1.0
8688	DEL00069324	1.0
8689	DEL00069325	1.0
8691	DEL00069352	1.0
8692	DEL00069362	1.0
8693	DEL00069365	1.0
8694	DEL00069367	1.0
8695	DEL00069368	1.0
8696	DEL00069371	1.0
8697	DEL00069372	1.0
8698	DEL00069381	1.0
8699	DEL00069382	1.0
8702	DEL00069409	1.0
8703	DEL00069422	1.0
8704	DEL00069426	1.0
8705	DEL00069431	1.0
8706	DEL00069434	0.0
8707	DEL00069439	1.0
8708	DEL00069443	1.0
8709	DEL00069450	1.0
8711	DEL00069462	1.0
8712	DEL00069465	1.0
8713	DEL00069470	1.0
8714	DEL00069487	1.0
8715	DEL00069488	1.0
8716	DEL00069495	0.0
8717	DEL00069512	1.0
8718	DEL00069514	1.0
8719	DEL00069518	1.0
8721	DEL00069522	1.0
8722	DEL00069523	1.0
8723	DEL00069526	0.0
8724	DEL00069532	1.0
8725	DEL00069534	1.0
8726	DEL00069536	1.0
8727	DEL00069541	1.0
8728	DEL00069542	1.0
8729	DEL00069543	1.0
8731	DEL00069570	1.0
8732	DEL00069577	0.0
8733	DEL00069597	1.0
8734	DEL00069604	1.0
8735	DEL00069606	1.0
8736	DEL00069609	0.0
8737	DEL00069617	1.0
8738	DEL00069623	1.0
8739	DEL00069628	1.0
8741	DEL00069648	1.0
8742	DEL00069650	1.0
8743	DEL00069655	0.0
8744	DEL00069656	1.0
8745	DEL00069658	1.0
8746	DEL00069666	1.0
8747	DEL00069668	1.0
8748	DEL00069679	0.0
8749	DEL00069680	1.0
8751	DEL00069688	1.0
8752	DEL00069696	1.0
8753	DEL00069698	1.0
8754	DEL00069702	1.0
8755	DEL00069711	1.0
8756	DEL00069720	1.0
8757	DEL00069723	1.0
8758	DEL00069732	1.0
8759	DEL00069738	0.0
8761	DEL00069750	1.0
8762	DEL00069751	1.0
8763	DEL00069753	1.0
8764	DEL00069755	1.0
8765	DEL00069758	1.0
8766	DEL00069759	1.0
8767	DEL00069763	0.0
8768	DEL00069771	1.0
8769	DEL00069772	1.0
8770	DEL00069773	1.0
8771	DEL00069777	1.0
8772	DEL00069778	1.0
8773	DEL00069781	1.0
8774	DEL00069782	1.0
8775	DEL00069794	1.0
8776	DEL00069797	1.0
8777	DEL00069800	1.0
8778	DEL00069801	1.0
8779	DEL00069803	1.0
8781	DEL00069807	1.0
8782	DEL00069818	1.0
8783	DEL00069820	1.0
8784	DEL00069821	1.0
8785	DEL00069823	1.0
8786	DEL00069824	1.0
8787	DEL00069829	1.0
8788	DEL00069831	1.0
8789	DEL00069834	1.0
8791	DEL00069843	1.0
8792	DEL00069845	1.0
8793	DEL00069846	1.0
8794	DEL00069853	1.0
8795	DEL00069859	1.0
8796	DEL00069860	1.0
8797	DEL00069865	1.0
8798	DEL00069866	1.0
8799	DEL00069867	1.0
8801	DEL00069871	1.0
8802	DEL00069880	1.0
8803	DEL00069881	1.0
8804	DEL00069887	1.0
8805	DEL00069888	1.0
8806	DEL00069890	1.0
8807	DEL00069894	1.0
8808	DEL00069896	1.0
8809	DEL00069902	1.0
8811	DEL00069912	1.0
8812	DEL00069924	1.0
8813	DEL00069925	1.0
8814	DEL00069935	1.0
8815	DEL00069938	1.0
8816	DEL00069950	1.0
8817	DEL00069954	1.0
8818	DEL00069957	1.0
8819	DEL00069960	1.0
8821	DEL00069965	1.0
8822	DEL00069984	1.0
8823	DEL00069988	1.0
8824	DEL00069990	1.0
8825	DEL00069995	1.0
8826	DEL00069997	1.0
8827	DEL00069998	1.0
8828	DEL00070003	1.0
8829	DEL00070006	1.0
8831	DEL00070013	1.0
8832	DEL00070017	1.0
8833	DEL00070021	1.0
8834	DEL00070031	0.0
8835	DEL00070032	1.0
8836	DEL00070034	1.0
8837	DEL00070036	1.0
8838	DEL00070037	1.0
8839	DEL00070038	1.0
8841	DEL00070042	1.0
8842	DEL00070049	1.0
8843	DEL00070059	1.0
8844	DEL00070062	1.0
8845	DEL00070066	1.0
8846	DEL00070072	1.0
8847	DEL00070076	1.0
8848	DEL00070080	1.0
8849	DEL00070081	1.0
8852	DEL00070111	1.0
8853	DEL00070114	1.0
8854	DEL00070115	1.0
8855	DEL00070120	1.0
8856	DEL00070122	1.0
8857	DEL00070132	1.0
8858	DEL00070133	1.0
8859	DEL00070134	1.0
8861	DEL00070138	1.0
8862	DEL00070144	1.0
8863	DEL00070161	1.0
8864	DEL00070170	1.0
8865	DEL00070171	1.0
8866	DEL00070173	1.0
8867	DEL00070180	1.0
8868	DEL00070186	1.0
8869	DEL00070192	1.0
8871	DEL00070201	1.0
8872	DEL00070210	1.0
8873	DEL00070215	1.0
8874	DEL00070220	1.0
8875	DEL00070222	1.0
8876	DEL00070225	1.0
8877	DEL00070226	1.0
8878	DEL00070234	1.0
8879	DEL00070239	0.0
8881	DEL00070249	1.0
8882	DEL00070256	1.0
8883	DEL00070279	1.0
8884	DEL00070302	1.0
8885	DEL00070307	1.0
8886	DEL00070310	1.0
8887	DEL00070315	1.0
8888	DEL00070318	1.0
8889	DEL00070332	1.0
8891	DEL00070354	0.0
8892	DEL00070374	1.0
8893	DEL00070381	1.0
8894	DEL00070395	1.0
8895	DEL00070396	1.0
8896	DEL00070401	1.0
8897	DEL00070402	1.0
8898	DEL00070403	1.0
8899	DEL00070404	1.0
8901	DEL00070422	1.0
8902	DEL00070443	1.0
8903	DEL00070447	1.0
8904	DEL00070450	1.0
8905	DEL00070463	1.0
8906	DEL00070470	1.0
8907	DEL00070473	1.0
8908	DEL00070475	1.0
8909	DEL00070476	1.0
8911	DEL00070481	1.0
8912	DEL00070482	1.0
8913	DEL00070492	1.0
8914	DEL00070494	1.0
8915	DEL00070500	1.0
8916	DEL00070511	1.0
8917	DEL00070513	1.0
8918	DEL00070522	1.0
8919	DEL00070526	1.0
8921	DEL00070528	1.0
8922	DEL00070531	1.0
8923	DEL00070542	1.0
8924	DEL00070548	1.0
8925	DEL00070549	1.0
8926	DEL00070550	1.0
8927	DEL00070552	1.0
8928	DEL00070561	1.0
8929	DEL00070563	1.0
8931	DEL00070579	1.0
8932	DEL00070586	1.0
8933	DEL00070589	1.0
8934	DEL00070598	1.0
8935	DEL00070599	1.0
8936	DEL00070600	1.0
8937	DEL00070602	1.0
8938	DEL00070609	0.0
8939	DEL00070611	1.0
8941	DEL00070617	1.0
8942	DEL00070634	1.0
8943	DEL00070641	1.0
8944	DEL00070642	1.0
8945	DEL00070644	1.0
8946	DEL00070647	1.0
8947	DEL00070649	0.0
8948	DEL00070653	1.0
8949	DEL00070659	1.0
8951	DEL00070662	1.0
8952	DEL00070664	1.0
8953	DEL00070665	1.0
8954	DEL00070671	1.0
8955	DEL00070672	1.0
8956	DEL00070674	1.0
8957	DEL00070678	1.0
8958	DEL00070682	1.0
8959	DEL00070686	1.0
8961	DEL00070693	1.0
8962	DEL00070705	1.0
8963	DEL00070710	1.0
8964	DEL00070711	1.0
8965	DEL00070712	1.0
8966	DEL00070713	1.0
8967	DEL00070717	1.0
8968	DEL00070733	0.0
8969	DEL00070737	1.0
8971	DEL00070747	1.0
8972	DEL00070748	1.0
8973	DEL00070758	1.0
8974	DEL00070759	1.0
8975	DEL00070769	1.0
8976	DEL00070770	1.0
8977	DEL00070777	1.0
8978	DEL00070779	1.0
8979	DEL00070780	1.0
8981	DEL00070782	1.0
8982	DEL00070785	1.0
8983	DEL00070789	1.0
8984	DEL00070792	1.0
8985	DEL00070793	1.0
8986	DEL00070796	1.0
8987	DEL00070797	1.0
8988	DEL00070798	1.0
8989	DEL00070799	1.0
8991	DEL00070803	1.0
8992	DEL00070804	1.0
8993	DEL00070809	1.0
8994	DEL00070823	1.0
8995	DEL00070829	1.0
8996	DEL00070830	1.0
8997	DEL00070841	1.0
8998	DEL00070842	1.0
8999	DEL00070853	1.0
9001	DEL00070869	1.0
9002	DEL00070873	1.0
9003	DEL00070877	1.0
9004	DEL00070878	1.0
9005	DEL00070881	1.0
9006	DEL00070883	1.0
9007	DEL00070891	1.0
9008	DEL00070892	1.0
9009	DEL00070894	1.0
9011	DEL00070898	1.0
9012	DEL00070900	1.0
9013	DEL00070903	1.0
9014	DEL00070906	1.0
9015	DEL00070913	1.0
9016	DEL00070919	1.0
9017	DEL00070924	0.0
9018	DEL00070932	1.0
9019	DEL00070940	1.0
9021	DEL00070946	1.0
9022	DEL00070949	1.0
9023	DEL00070950	1.0
9024	DEL00070952	1.0
9025	DEL00070953	1.0
9026	DEL00070959	1.0
9027	DEL00070961	1.0
9028	DEL00070962	1.0
9029	DEL00070964	1.0
9031	DEL00070972	1.0
9032	DEL00070976	1.0
9033	DEL00070979	1.0
9034	DEL00070980	1.0
9035	DEL00070987	1.0
9036	DEL00070988	1.0
9037	DEL00070989	1.0
9038	DEL00070999	1.0
9039	DEL00071029	1.0
9041	DEL00071034	1.0
9042	DEL00071047	1.0
9043	DEL00071055	1.0
9044	DEL00071060	1.0
9045	DEL00071076	1.0
9046	DEL00071078	1.0
9047	DEL00071081	0.0
9048	DEL00071083	1.0
9049	DEL00071088	1.0
9051	DEL00071095	1.0
9052	DEL00071103	1.0
9053	DEL00071112	1.0
9054	DEL00071124	1.0
9055	DEL00071126	1.0
9056	DEL00071128	1.0
9057	DEL00071132	0.0
9058	DEL00071136	1.0
9059	DEL00071138	1.0
9061	DEL00071145	1.0
9062	DEL00071156	1.0
9063	DEL00071164	1.0
9064	DEL00071166	1.0
9065	DEL00071169	1.0
9066	DEL00071171	1.0
9067	DEL00071178	1.0
9068	DEL00071250	0.0
9069	DEL00071258	1.0
9071	DEL00071263	1.0
9072	DEL00071267	1.0
9073	DEL00071269	1.0
9074	DEL00071270	1.0
9075	DEL00071280	1.0
9076	DEL00071285	0.0
9077	DEL00071291	1.0
9078	DEL00071293	1.0
9079	DEL00071295	1.0
9081	DEL00071303	0.0
9082	DEL00071305	1.0
9083	DEL00071306	1.0
9084	DEL00071313	1.0
9085	DEL00071320	1.0
9086	DEL00071321	1.0
9087	DEL00071327	1.0
9088	DEL00071337	0.0
9089	DEL00071341	1.0
9091	DEL00071353	1.0
9092	DEL00071354	1.0
9093	DEL00071357	1.0
9094	DEL00071359	1.0
9095	DEL00071360	1.0
9096	DEL00071367	1.0
9097	DEL00071368	1.0
9098	DEL00071374	1.0
9099	DEL00071375	1.0
9101	DEL00071381	1.0
9102	DEL00071388	1.0
9103	DEL00071396	0.0
9104	DEL00071403	1.0
9105	DEL00071415	1.0
9106	DEL00071418	1.0
9107	DEL00071419	1.0
9108	DEL00071426	1.0
9109	DEL00071429	1.0
9111	DEL00071441	1.0
9112	DEL00071443	1.0
9113	DEL00071445	1.0
9114	DEL00071453	1.0
9115	DEL00071454	1.0
9116	DEL00071455	1.0
9117	DEL00071460	1.0
9118	DEL00071462	1.0
9119	DEL00071463	1.0
9121	DEL00071467	1.0
9122	DEL00071471	1.0
9123	DEL00071489	1.0
9124	DEL00071498	1.0
9125	DEL00071501	1.0
9126	DEL00071510	1.0
9127	DEL00071515	0.0
9128	DEL00071516	1.0
9129	DEL00071518	1.0
9131	DEL00071542	1.0
9132	DEL00071544	1.0
9133	DEL00071545	1.0
9134	DEL00071546	0.0
9135	DEL00071553	1.0
9136	DEL00071557	1.0
9137	DEL00071567	1.0
9138	DEL00071569	1.0
9139	DEL00071572	1.0
9141	DEL00071581	1.0
9142	DEL00071583	1.0
9143	DEL00071584	1.0
9144	DEL00071588	1.0
9145	DEL00071606	1.0
9146	DEL00071609	1.0
9147	DEL00071611	1.0
9148	DEL00071615	1.0
9149	DEL00071616	1.0
9151	DEL00071631	0.0
9152	DEL00071633	1.0
9153	DEL00071634	1.0
9154	DEL00071647	1.0
9155	DEL00071652	1.0
9156	DEL00071659	1.0
9157	DEL00071662	1.0
9158	DEL00071670	1.0
9159	DEL00071674	1.0
9161	DEL00071680	1.0
9162	DEL00071682	0.0
9163	DEL00071683	1.0
9164	DEL00071688	1.0
9165	DEL00071702	1.0
9166	DEL00071713	1.0
9167	DEL00071743	1.0
9168	DEL00071755	1.0
9169	DEL00071757	1.0
9171	DEL00071762	1.0
9172	DEL00071764	1.0
9173	DEL00071768	1.0
9174	DEL00071771	1.0
9175	DEL00071774	1.0
9176	DEL00071777	1.0
9177	DEL00071780	0.0
9178	DEL00071781	1.0
9179	DEL00071785	1.0
9180	DEL00071786	0.0
9181	DEL00071791	1.0
9182	DEL00071806	1.0
9183	DEL00071817	1.0
9184	DEL00071818	1.0
9185	DEL00071819	1.0
9186	DEL00071820	1.0
9187	DEL00071827	1.0
9188	DEL00071835	0.0
9189	DEL00071838	1.0
9191	DEL00071849	1.0
9192	DEL00071854	1.0
9193	DEL00071856	1.0
9194	DEL00071863	1.0
9195	DEL00071869	0.0
9196	DEL00071872	1.0
9197	DEL00071885	1.0
9198	DEL00071886	1.0
9199	DEL00071898	1.0
9200	DEL00071908	0.0
9201	DEL00071922	1.0
9202	DEL00071930	1.0
9203	DEL00071933	1.0
9204	DEL00071945	0.0
9205	DEL00071947	1.0
9206	DEL00071949	1.0
9207	DEL00071954	1.0
9208	DEL00071955	1.0
9209	DEL00071958	0.0
9211	DEL00071965	1.0
9212	DEL00071966	1.0
9213	DEL00071969	1.0
9214	DEL00071971	1.0
9215	DEL00071972	1.0
9216	DEL00071984	1.0
9217	DEL00071994	1.0
9218	DEL00071996	1.0
9219	DEL00071997	1.0
9220	DEL00072009	1.0
9221	DEL00072013	1.0
9222	DEL00072019	1.0
9223	DEL00072021	1.0
9224	DEL00072024	1.0
9225	DEL00072028	1.0
9226	DEL00072031	1.0
9227	DEL00072032	1.0
9228	DEL00072035	1.0
9229	DEL00072037	1.0
9231	DEL00072040	1.0
9232	DEL00072041	1.0
9233	DEL00072067	1.0
9234	DEL00072069	1.0
9235	DEL00072082	0.0
9236	DEL00072085	0.0
9237	DEL00072086	1.0
9238	DEL00072091	1.0
9239	DEL00072098	1.0
9241	DEL00072109	1.0
9242	DEL00072114	1.0
9243	DEL00072121	1.0
9244	DEL00072128	1.0
9245	DEL00072129	1.0
9246	DEL00072132	1.0
9247	DEL00072138	1.0
9248	DEL00072163	1.0
9249	DEL00072170	1.0
9251	DEL00072175	1.0
9252	DEL00072178	1.0
9253	DEL00072179	1.0
9254	DEL00072182	1.0
9255	DEL00072183	1.0
9256	DEL00072192	1.0
9257	DEL00072197	1.0
9258	DEL00072198	1.0
9259	DEL00072200	1.0
9261	DEL00072218	1.0
9262	DEL00072219	1.0
9263	DEL00072225	1.0
9264	DEL00072264	1.0
9265	DEL00072267	1.0
9266	DEL00072268	1.0
9267	DEL00072272	1.0
9268	DEL00072274	1.0
9269	DEL00072276	0.0
9271	DEL00072280	1.0
9272	DEL00072283	1.0
9273	DEL00072286	0.0
9274	DEL00072297	1.0
9275	DEL00072301	1.0
9276	DEL00072302	1.0
9277	DEL00072310	1.0
9278	DEL00072314	1.0
9279	DEL00072319	1.0
9281	DEL00072326	1.0
9282	DEL00072330	1.0
9283	DEL00072332	1.0
9284	DEL00072333	1.0
9285	DEL00072335	1.0
9286	DEL00072337	0.0
9287	DEL00072338	1.0
9288	DEL00072340	0.0
9289	DEL00072348	1.0
9290	DEL00072349	1.0
9291	DEL00072350	1.0
9292	DEL00072361	1.0
9293	DEL00072366	1.0
9294	DEL00072367	1.0
9295	DEL00072368	1.0
9296	DEL00072373	1.0
9297	DEL00072375	1.0
9298	DEL00072377	1.0
9299	DEL00072378	1.0
9301	DEL00072398	1.0
9302	DEL00072403	1.0
9303	DEL00072407	1.0
9304	DEL00072417	1.0
9305	DEL00072419	1.0
9306	DEL00072424	1.0
9307	DEL00072425	0.0
9308	DEL00072429	1.0
9309	DEL00072431	1.0
9310	DEL00072441	0.0
9311	DEL00072444	1.0
9312	DEL00072446	1.0
9313	DEL00072447	1.0
9314	DEL00072448	0.0
9315	DEL00072451	1.0
9316	DEL00072454	1.0
9317	DEL00072455	1.0
9318	DEL00072458	1.0
9319	DEL00072460	1.0
9321	DEL00072463	1.0
9322	DEL00072465	1.0
9323	DEL00072470	1.0
9324	DEL00072474	0.0
9325	DEL00072480	1.0
9326	DEL00072484	1.0
9327	DEL00072494	1.0
9328	DEL00072495	1.0
9329	DEL00072500	1.0
9331	DEL00072515	1.0
9332	DEL00072516	1.0
9333	DEL00072522	1.0
9334	DEL00072523	1.0
9335	DEL00072528	1.0
9336	DEL00072529	1.0
9337	DEL00072531	1.0
9338	DEL00072534	1.0
9339	DEL00072536	1.0
9341	DEL00072543	1.0
9342	DEL00072547	1.0
9343	DEL00072555	1.0
9344	DEL00072558	1.0
9345	DEL00072559	1.0
9346	DEL00072560	1.0
9347	DEL00072561	1.0
9348	DEL00072562	1.0
9349	DEL00072569	0.0
9351	DEL00072574	1.0
9352	DEL00072575	1.0
9353	DEL00072582	1.0
9354	DEL00072583	1.0
9355	DEL00072584	0.0
9356	DEL00072599	0.0
9357	DEL00072601	1.0
9358	DEL00072608	0.0
9359	DEL00072610	1.0
9360	DEL00072611	1.0
9361	DEL00072613	1.0
9362	DEL00072620	1.0
9363	DEL00072621	1.0
9364	DEL00072625	1.0
9365	DEL00072626	1.0
9366	DEL00072627	1.0
9367	DEL00072630	1.0
9368	DEL00072636	1.0
9369	DEL00072638	1.0
9371	DEL00072644	1.0
9372	DEL00072646	1.0
9373	DEL00072653	1.0
9374	DEL00072654	1.0
9375	DEL00072661	1.0
9376	DEL00072662	1.0
9377	DEL00072667	1.0
9378	DEL00072673	1.0
9379	DEL00072674	1.0
9381	DEL00072684	1.0
9382	DEL00072685	1.0
9383	DEL00072686	1.0
9384	DEL00072693	1.0
9385	DEL00072700	1.0
9386	DEL00072707	1.0
9387	DEL00072709	1.0
9388	DEL00072724	1.0
9389	DEL00072740	1.0
9391	DEL00072757	1.0
9392	DEL00072761	1.0
9393	DEL00072770	1.0
9394	DEL00072777	1.0
9395	DEL00072778	1.0
9396	DEL00072782	1.0
9397	DEL00072783	1.0
9398	DEL00072786	1.0
9399	DEL00072790	1.0
9401	DEL00072809	1.0
9402	DEL00072811	1.0
9403	DEL00072822	1.0
9404	DEL00072823	1.0
9405	DEL00072829	1.0
9406	DEL00072830	1.0
9407	DEL00072835	1.0
9408	DEL00072837	1.0
9409	DEL00072842	1.0
9411	DEL00072851	1.0
9412	DEL00072853	1.0
9413	DEL00072857	1.0
9414	DEL00072864	1.0
9415	DEL00072869	1.0
9416	DEL00072887	1.0
9417	DEL00072888	1.0
9418	DEL00072889	1.0
9419	DEL00072901	1.0
9421	DEL00072915	1.0
9422	DEL00072917	1.0
9423	DEL00072924	1.0
9424	DEL00072930	1.0
9425	DEL00072931	1.0
9426	DEL00072941	1.0
9427	DEL00072942	1.0
9428	DEL00072944	1.0
9429	DEL00072946	1.0
9431	DEL00072950	1.0
9432	DEL00072954	1.0
9433	DEL00072956	1.0
9434	DEL00072957	1.0
9435	DEL00072966	1.0
9436	DEL00072970	1.0
9437	DEL00072981	1.0
9438	DEL00072984	1.0
9439	DEL00072987	1.0
9442	DEL00073010	1.0
9443	DEL00073021	1.0
9444	DEL00073025	1.0
9445	DEL00073027	1.0
9446	DEL00073028	1.0
9447	DEL00073033	1.0
9448	DEL00073036	0.0
9449	DEL00073037	1.0
9452	DEL00073062	1.0
9453	DEL00073063	1.0
9454	DEL00073075	1.0
9455	DEL00073084	1.0
9456	DEL00073085	1.0
9457	DEL00073086	1.0
9458	DEL00073089	1.0
9459	DEL00073093	1.0
9461	DEL00073102	1.0
9462	DEL00073108	1.0
9463	DEL00073114	1.0
9464	DEL00073115	1.0
9465	DEL00073120	1.0
9466	DEL00073122	1.0
9467	DEL00073125	1.0
9468	DEL00073127	1.0
9469	DEL00073132	1.0
9470	DEL00073141	1.0
9472	DEL00073149	1.0
9473	DEL00073152	1.0
9474	DEL00073175	1.0
9475	DEL00073176	1.0
9476	DEL00073182	1.0
9477	DEL00073184	1.0
9478	DEL00073185	1.0
9479	DEL00073189	0.0
9481	DEL00073199	1.0
9482	DEL00073204	1.0
9483	DEL00073207	1.0
9484	DEL00073210	1.0
